orderkey,orderstatus,totalprice,clerk,custkey,c_name,c_address,c_phone,c_acctbal,mktsegment,linenumber,quantity,extendedprice,discount,returnflag,linestatus,shipdate,commitdate,shipinstruct,nationkey,n_name,n_comment
1117344.0,O,131448.91,Clerk#000000724,79142.0,nan,nan,nan,nan,nan,nan,29.0,nan,nan,N,O,nan,1996-05-05,TAKE BACK RETURN,nan,nan,nan
1147490.0,O,49990.69,Clerk#000000840,134870.0,nan,nan,nan,nan,nan,nan,32.0,nan,nan,N,O,nan,1995-10-05,DELIVER IN PERSON,nan,nan,nan
1024612.0,O,161367.49,Clerk#000000303,20659.0,nan,nan,nan,nan,nan,nan,1.0,nan,nan,N,O,nan,1996-11-17,NONE,nan,nan,nan
1102946.0,xuomtrehnn,248551.7,Clerk#000000426,30905.0,nan,nan,nan,nan,nan,1.0,26.0,nan,nan,A,nan,1992-09-25,1992-08-01,nan,nan,nan,nan
115751.0,O,257827.77,Clerk#000000425,20072.0,nan,nan,nan,nan,nan,7.0,35.0,nan,nan,N,nan,1998-02-28,1998-03-18,nan,nan,nan,nan
1177889.0,O,351223.91,Clerk#000000515,63350.0,nan,nan,nan,nan,nan,5.0,47.0,nan,nan,N,nan,1997-11-03,1997-11-25,nan,nan,nan,nan
1118116.0,F,92238.15,Clerk#000000072,824086.0,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,R,nan,1994-03-18,1994-03-08,nan,nan,nan,nan
1102946.0,F,248551.7,Clerk#000000426,30905.0,nan,nan,nan,nan,nan,1.0,26.0,nan,nan,A,nan,1992-09-25,1992-08-01,nan,nan,nan,nan
1118116.0,F,92238.15,Clerk#000000072,76280.0,nan,nan,nan,nan,nan,3.0,2.0,nan,nan,R,nan,1994-03-18,1994-03-08,nan,nan,nan,nan
1020998.0,blgdveegkz,245617.01,Clerk#000000919,763502.0,nan,nan,nan,nan,nan,nan,9.0,nan,0.03,R,F,1993-10-27,nan,nan,nan,nan,nan
102880.0,O,131192.54,Clerk#000000433,110915.0,nan,nan,nan,nan,nan,nan,35.0,nan,0.08,N,O,1995-07-17,nan,nan,nan,nan,nan
1176646.0,F,43906.08,Clerk#000000915,13711.0,nan,nan,nan,nan,nan,nan,11.0,nan,0.1,R,F,1992-12-31,nan,nan,nan,nan,nan
102880.0,ihogfhrmrn,131192.54,ypzluoarue,110915.0,nan,nan,nan,nan,nan,nan,35.0,nan,0.08,N,O,1995-07-17,nan,nan,nan,nan,nan
1016225.0,F,7587.43,Clerk#000000886,640028.0,nan,nan,nan,nan,nan,nan,2.0,nan,0.05,A,F,1992-10-22,nan,nan,nan,nan,nan
1020998.0,F,245617.01,Clerk#000000919,661.0,nan,nan,nan,nan,nan,nan,9.0,nan,0.03,R,F,1993-10-27,nan,nan,nan,nan,nan
1176646.0,exsaaxtvus,43906.08,jsbqvkoagc,428035.0,nan,nan,nan,nan,nan,nan,11.0,nan,0.1,R,F,1992-12-31,nan,nan,nan,nan,nan
1054816.0,O,192247.79,Clerk#000000517,351434.0,nan,nan,nan,nan,nan,nan,6.0,nan,0.09,N,O,1997-04-04,nan,nan,nan,nan,nan
1054816.0,O,192247.79,Clerk#000000517,110810.0,nan,nan,nan,nan,nan,nan,6.0,nan,0.09,N,O,1997-04-04,nan,nan,nan,nan,nan
1016225.0,F,7587.43,Clerk#000000886,27440.0,nan,nan,nan,nan,nan,nan,2.0,nan,0.05,A,F,1992-10-22,nan,nan,nan,nan,nan
1050695.0,O,246582.54,hvljuwrtca,999204.0,nan,nan,nan,nan,nan,nan,13.0,nan,0.0,N,nan,1996-12-27,1996-12-09,nan,nan,nan,nan
1121282.0,F,115138.25,Clerk#000000399,928304.0,nan,nan,nan,nan,nan,nan,24.0,nan,0.09,R,nan,1995-05-13,1995-05-09,nan,nan,nan,nan
1050695.0,O,246582.54,Clerk#000000625,119974.0,nan,nan,nan,nan,nan,nan,13.0,nan,0.0,N,nan,1996-12-27,1996-12-09,nan,nan,nan,nan
1121282.0,F,115138.25,Clerk#000000399,119528.0,nan,nan,nan,nan,nan,nan,24.0,nan,0.09,R,nan,1995-05-13,1995-05-09,nan,nan,nan,nan
1003264.0,F,273846.15,Clerk#000000512,78100.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,R,F,1994-10-07,nan,COLLECT COD,nan,nan,nan
1103974.0,F,218662.14,Clerk#000000644,71701.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,R,F,1993-12-04,nan,COLLECT COD,nan,nan,nan
1003264.0,dkgbsywkpj,273846.15,Clerk#000000512,339247.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,R,F,1994-10-07,nan,COLLECT COD,nan,nan,nan
1165250.0,O,270528.02,Clerk#000000707,7984.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,N,O,1995-12-28,nan,NONE,nan,nan,nan
1165250.0,aqdrdvqzek,270528.02,aakenocruf,325322.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,N,O,1995-12-28,nan,NONE,nan,nan,nan
115523.0,F,367352.75,Clerk#000000262,12172.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,A,F,1994-05-13,nan,TAKE BACK RETURN,nan,nan,nan
1038017.0,O,173802.95,Clerk#000000039,114541.0,nan,nan,nan,nan,nan,6.0,nan,nan,nan,N,O,1997-02-16,nan,COLLECT COD,nan,nan,nan
1020897.0,O,110830.37,Clerk#000000929,78037.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,N,O,1997-03-04,nan,DELIVER IN PERSON,nan,nan,nan
1021605.0,gfzryeiapt,133771.84,Clerk#000000589,38041.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,R,F,1992-10-05,nan,DELIVER IN PERSON,nan,nan,nan
1070822.0,F,90976.41,Clerk#000000592,147397.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,A,F,1994-07-01,nan,DELIVER IN PERSON,nan,nan,nan
1021605.0,F,133771.84,Clerk#000000589,38041.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,R,F,1992-10-05,nan,DELIVER IN PERSON,nan,nan,nan
1177573.0,F,115410.54,Clerk#000000425,111710.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,R,F,1992-12-01,nan,NONE,nan,nan,nan
1103974.0,beoesqxfvq,218662.14,Clerk#000000644,71701.0,nan,nan,nan,nan,nan,3.0,nan,nan,nan,R,F,1993-12-04,nan,COLLECT COD,nan,nan,nan
1020897.0,O,110830.37,vbmttuobgw,679445.0,nan,nan,nan,nan,nan,5.0,nan,nan,nan,N,O,1997-03-04,nan,DELIVER IN PERSON,nan,nan,nan
1068898.0,O,245834.9,Clerk#000000626,102181.0,nan,nan,nan,nan,nan,5.0,46.0,nan,0.03,nan,O,nan,nan,DELIVER IN PERSON,nan,nan,nan
1078181.0,O,117396.96,Clerk#000000122,71476.0,nan,nan,nan,nan,nan,1.0,50.0,nan,0.07,nan,O,nan,nan,NONE,nan,nan,nan
1068898.0,hewhsoypmm,245834.9,Clerk#000000626,309062.0,nan,nan,nan,nan,nan,5.0,46.0,nan,0.03,nan,O,nan,nan,DELIVER IN PERSON,nan,nan,nan
116581.0,aynnhuzvzr,94080.29,kuddkeziml,670264.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,O,1997-05-22,1997-05-23,TAKE BACK RETURN,nan,nan,nan
10466.0,F,136927.89,zanxbyfoer,61411.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,F,1993-03-13,1993-02-25,COLLECT COD,nan,nan,nan
116581.0,O,94080.29,Clerk#000000592,121177.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,O,1997-05-22,1997-05-23,TAKE BACK RETURN,nan,nan,nan
1017216.0,F,122931.47,Clerk#000000531,113197.0,nan,nan,nan,nan,nan,2.0,nan,nan,nan,nan,F,1995-03-25,1995-03-24,COLLECT COD,nan,nan,nan
10466.0,F,136927.89,Clerk#000000899,61411.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,nan,F,1993-03-13,1993-02-25,COLLECT COD,nan,nan,nan
1019297.0,O,173375.3,Clerk#000000090,31352.0,nan,nan,nan,nan,nan,nan,24.0,nan,0.03,N,O,nan,1996-07-03,nan,nan,nan,nan
1124162.0,F,232922.86,Clerk#000000122,85561.0,nan,nan,nan,nan,nan,3.0,10.0,nan,nan,R,nan,nan,1994-11-08,DELIVER IN PERSON,nan,nan,nan
1066435.0,O,135259.01,Clerk#000000227,39283.0,nan,nan,nan,nan,nan,3.0,49.0,nan,nan,N,nan,nan,1997-03-24,COLLECT COD,nan,nan,nan
1051492.0,F,141755.87,Clerk#000000714,6265.0,nan,nan,nan,nan,nan,3.0,42.0,nan,nan,A,nan,nan,1993-11-01,COLLECT COD,nan,nan,nan
1132932.0,F,165010.51,Clerk#000000145,102463.0,nan,nan,nan,nan,nan,3.0,49.0,nan,nan,A,nan,nan,1992-09-11,TAKE BACK RETURN,nan,nan,nan
111969.0,zzwojyfeoo,46868.5,Clerk#000000206,106336.0,nan,nan,nan,nan,nan,nan,33.0,nan,0.01,N,O,nan,nan,COLLECT COD,nan,nan,nan
1027876.0,F,144061.35,Clerk#000000684,63889.0,nan,nan,nan,nan,nan,nan,24.0,nan,0.08,A,F,nan,nan,COLLECT COD,nan,nan,nan
111969.0,O,46868.5,Clerk#000000206,106336.0,nan,nan,nan,nan,nan,nan,33.0,nan,0.01,N,O,nan,nan,COLLECT COD,nan,nan,nan
1015491.0,qhlojpjhki,271316.2,zgjcdmsacn,106541.0,nan,nan,nan,nan,nan,nan,9.0,nan,0.08,R,F,nan,nan,TAKE BACK RETURN,nan,nan,nan
1015491.0,F,271316.2,Clerk#000000116,106541.0,nan,nan,nan,nan,nan,nan,9.0,nan,0.08,R,F,nan,nan,TAKE BACK RETURN,nan,nan,nan
1113793.0,O,142239.62,Clerk#000000532,143771.0,nan,nan,nan,nan,nan,5.0,14.0,nan,0.09,N,O,nan,nan,nan,nan,nan,nan
1176929.0,F,371329.66,Clerk#000000240,85438.0,nan,nan,nan,nan,nan,4.0,21.0,nan,0.0,R,F,nan,nan,nan,nan,nan,nan
1030694.0,P,78869.24,Clerk#000000866,96140.0,nan,nan,nan,nan,nan,3.0,4.0,nan,0.06,N,O,nan,nan,nan,nan,nan,nan
1158977.0,F,70252.2,Clerk#000000829,39587.0,nan,nan,nan,nan,nan,3.0,30.0,nan,0.01,R,F,nan,nan,nan,nan,nan,nan
1158977.0,yenmexnxtx,70252.2,odbdmtkwux,87708.0,nan,nan,nan,nan,nan,3.0,30.0,nan,0.01,R,F,nan,nan,nan,nan,nan,nan
1041572.0,O,78178.49,Clerk#000000278,45425.0,nan,nan,nan,nan,nan,nan,nan,nan,0.04,N,O,1996-01-07,1996-01-12,nan,nan,nan,nan
1030112.0,F,190776.05,Clerk#000000357,116315.0,nan,nan,nan,nan,nan,nan,nan,nan,0.04,R,F,1992-06-25,1992-08-26,nan,nan,nan,nan
115075.0,F,186857.27,Clerk#000000895,78938.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,A,F,1992-12-10,1992-10-11,nan,nan,nan,nan
1142881.0,F,120634.6,Clerk#000000244,101401.0,nan,nan,nan,nan,nan,nan,nan,nan,0.07,R,F,1993-10-28,1993-08-21,nan,nan,nan,nan
1030112.0,igypmsjyum,190776.05,Clerk#000000357,116315.0,nan,nan,nan,nan,nan,nan,nan,nan,0.04,R,F,1992-06-25,1992-08-26,nan,nan,nan,nan
1038017.0,O,173802.95,Clerk#000000039,114541.0,nan,nan,nan,nan,nan,nan,nan,nan,0.08,N,O,1997-04-30,1997-03-26,nan,nan,nan,nan
1030112.0,F,190776.05,Clerk#000000357,116315.0,nan,nan,nan,nan,nan,nan,12.0,nan,0.05,A,nan,1992-09-08,nan,TAKE BACK RETURN,nan,nan,nan
1030112.0,igypmsjyum,190776.05,Clerk#000000357,116315.0,nan,nan,nan,nan,nan,nan,12.0,nan,0.05,A,nan,1992-09-08,nan,TAKE BACK RETURN,nan,nan,nan
1112420.0,F,88984.67,Clerk#000000717,51625.0,nan,nan,nan,nan,nan,nan,43.0,nan,0.09,A,nan,1993-12-12,nan,DELIVER IN PERSON,nan,nan,nan
1081477.0,F,173574.24,Clerk#000000243,138514.0,nan,nan,nan,nan,nan,nan,5.0,nan,0.01,A,nan,1993-04-30,nan,DELIVER IN PERSON,nan,nan,nan
1088642.0,F,144047.59,Clerk#000000674,92923.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.04,A,F,nan,1993-08-20,nan,nan,nan,nan
1077601.0,O,71785.91,Clerk#000000094,50632.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.04,N,O,nan,1997-08-12,nan,nan,nan,nan
1159552.0,F,145233.94,Clerk#000000951,118160.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.07,A,F,nan,1993-03-10,nan,nan,nan,nan
1113633.0,wctvyyjyqs,151541.44,haserzmbew,83416.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.06,N,O,nan,1998-02-26,nan,nan,nan,nan
1030726.0,O,207428.88,Clerk#000000658,102076.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.02,N,O,nan,1998-03-05,nan,nan,nan,nan
1159552.0,F,145233.94,ardauctfwf,452680.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.07,A,F,nan,1993-03-10,nan,nan,nan,nan
1088642.0,hrtjjwbduz,144047.59,rugefsfpan,92923.0,nan,nan,nan,nan,nan,1.0,nan,nan,0.04,A,F,nan,1993-08-20,nan,nan,nan,nan
1113633.0,O,151541.44,Clerk#000000927,83416.0,nan,nan,nan,nan,nan,4.0,nan,nan,0.06,N,O,nan,1998-02-26,nan,nan,nan,nan
1141894.0,F,186473.72,Clerk#000000761,280575.0,nan,nan,nan,nan,nan,5.0,nan,nan,0.03,nan,F,1992-03-17,nan,COLLECT COD,nan,nan,nan
1141894.0,F,186473.72,Clerk#000000761,55352.0,nan,nan,nan,nan,nan,5.0,nan,nan,0.03,nan,F,1992-03-17,nan,COLLECT COD,nan,nan,nan
1158977.0,yenmexnxtx,70252.2,odbdmtkwux,87708.0,nan,nan,nan,nan,nan,2.0,9.0,nan,0.03,nan,F,1992-03-26,nan,nan,nan,nan,nan
1136258.0,O,81517.39,Clerk#000000936,8815.0,nan,nan,nan,nan,nan,1.0,43.0,nan,0.0,nan,O,1997-05-06,nan,nan,nan,nan,nan
1034405.0,bfmtbzsgjr,405596.16,Clerk#000000131,19271.0,nan,nan,nan,nan,nan,5.0,42.0,nan,0.04,nan,O,1995-11-06,nan,nan,nan,nan,nan
1113765.0,O,236336.26,Clerk#000000749,22121.0,nan,nan,nan,nan,nan,2.0,35.0,nan,0.04,nan,O,1998-03-07,nan,nan,nan,nan,nan
1008867.0,F,59823.37,Clerk#000000850,76387.0,nan,nan,nan,nan,nan,2.0,22.0,nan,0.04,nan,F,1993-12-01,nan,nan,nan,nan,nan
1136258.0,O,81517.39,Clerk#000000936,778455.0,nan,nan,nan,nan,nan,1.0,43.0,nan,0.0,nan,O,1997-05-06,nan,nan,nan,nan,nan
1034405.0,O,405596.16,Clerk#000000131,19271.0,nan,nan,nan,nan,nan,5.0,42.0,nan,0.04,nan,O,1995-11-06,nan,nan,nan,nan,nan
1009888.0,O,53132.76,Clerk#000000581,1301.0,nan,nan,nan,nan,nan,2.0,14.0,nan,0.06,nan,O,1995-10-27,nan,nan,nan,nan,nan
1179746.0,O,218497.01,Clerk#000000818,75154.0,nan,nan,nan,nan,nan,3.0,38.0,nan,0.07,nan,O,1997-12-14,nan,nan,nan,nan,nan
1158977.0,F,70252.2,Clerk#000000829,39587.0,nan,nan,nan,nan,nan,2.0,9.0,nan,0.03,nan,F,1992-03-26,nan,nan,nan,nan,nan
1129540.0,O,168379.74,Clerk#000000499,110392.0,nan,nan,nan,nan,nan,2.0,47.0,nan,0.05,nan,O,1998-03-12,nan,nan,nan,nan,nan
1145318.0,O,193212.55,Clerk#000000186,66077.0,nan,nan,nan,nan,nan,3.0,35.0,nan,0.02,nan,O,nan,1996-07-24,nan,nan,nan,nan
1112642.0,F,137124.71,Clerk#000000734,144440.0,nan,nan,nan,nan,nan,2.0,30.0,nan,0.03,nan,F,nan,1992-04-01,nan,nan,nan,nan
1145318.0,hblrblamtm,193212.55,tuocedcehv,66077.0,nan,nan,nan,nan,nan,3.0,35.0,nan,0.02,nan,O,nan,1996-07-24,nan,nan,nan,nan
1055587.0,F,93106.62,Clerk#000000631,62560.0,nan,nan,nan,nan,nan,4.0,15.0,nan,0.02,nan,F,nan,1995-03-20,nan,nan,nan,nan
1030849.0,O,258328.02,Clerk#000000808,97111.0,nan,nan,nan,nan,nan,1.0,18.0,nan,0.01,nan,O,nan,1997-12-26,nan,nan,nan,nan
1152224.0,O,329552.55,Clerk#000000100,6530.0,nan,nan,nan,nan,nan,7.0,19.0,nan,0.06,nan,O,nan,1996-10-14,nan,nan,nan,nan
1165926.0,O,204532.53,Clerk#000000625,18985.0,nan,nan,nan,nan,nan,5.0,5.0,nan,0.04,nan,O,nan,1997-05-18,nan,nan,nan,nan
1032069.0,P,250696.63,Clerk#000000442,12662.0,nan,nan,nan,nan,nan,1.0,23.0,nan,0.06,nan,O,nan,1995-07-08,nan,nan,nan,nan
1032069.0,P,250696.63,gcpsoewjrd,681972.0,nan,nan,nan,nan,nan,1.0,23.0,nan,0.06,nan,O,nan,1995-07-08,nan,nan,nan,nan
1032194.0,F,225771.04,Clerk#000000834,118840.0,nan,nan,nan,nan,nan,2.0,3.0,nan,0.02,nan,F,nan,1992-08-17,nan,nan,nan,nan
1120582.0,O,154491.91,ubfrsfkdoq,75019.0,nan,nan,nan,nan,nan,nan,33.0,nan,nan,N,nan,1995-07-22,1995-08-18,DELIVER IN PERSON,nan,nan,nan
1035015.0,F,330804.32,Clerk#000000567,92225.0,nan,nan,nan,nan,nan,nan,26.0,nan,nan,A,nan,1994-10-31,1994-12-16,NONE,nan,nan,nan
112900.0,O,238348.05,Clerk#000000482,20785.0,nan,nan,nan,nan,nan,nan,39.0,nan,nan,N,nan,1998-05-03,1998-05-15,DELIVER IN PERSON,nan,nan,nan
1120582.0,O,154491.91,Clerk#000000980,75019.0,nan,nan,nan,nan,nan,nan,33.0,nan,nan,N,nan,1995-07-22,1995-08-18,DELIVER IN PERSON,nan,nan,nan
103011.0,F,133406.97,Clerk#000000361,34585.0,nan,nan,nan,nan,nan,nan,15.0,nan,nan,A,nan,1993-09-05,1993-08-28,COLLECT COD,nan,nan,nan
1084128.0,F,34844.77,Clerk#000000404,119959.0,nan,nan,nan,nan,nan,nan,20.0,nan,nan,R,nan,1992-09-03,1992-08-10,DELIVER IN PERSON,nan,nan,nan
1036769.0,P,94727.1,Clerk#000000897,8299.0,nan,nan,nan,nan,nan,nan,36.0,nan,nan,R,nan,1995-04-25,1995-04-25,TAKE BACK RETURN,nan,nan,nan
1036769.0,P,94727.1,qdppzhcutw,894433.0,nan,nan,nan,nan,nan,nan,36.0,nan,nan,R,nan,1995-04-25,1995-04-25,TAKE BACK RETURN,nan,nan,nan
103011.0,lkwumkwlvo,133406.97,Clerk#000000361,136075.0,nan,nan,nan,nan,nan,nan,15.0,nan,nan,A,nan,1993-09-05,1993-08-28,COLLECT COD,nan,nan,nan
1035015.0,F,330804.32,jujgoypjxl,92225.0,nan,nan,nan,nan,nan,nan,26.0,nan,nan,A,nan,1994-10-31,1994-12-16,NONE,nan,nan,nan
112900.0,O,238348.05,drkgquoicq,20785.0,nan,nan,nan,nan,nan,nan,39.0,nan,nan,N,nan,1998-05-03,1998-05-15,DELIVER IN PERSON,nan,nan,nan
1100933.0,F,9577.24,Clerk#000000849,23080.0,nan,nan,nan,nan,nan,nan,nan,nan,0.07,nan,F,1993-01-26,1993-04-02,COLLECT COD,nan,nan,nan
109153.0,F,59900.0,Clerk#000000853,67681.0,nan,nan,nan,nan,nan,nan,nan,nan,0.02,nan,F,1994-02-21,1994-02-17,COLLECT COD,nan,nan,nan
1134177.0,F,47694.63,Clerk#000000393,72955.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,F,1993-03-25,1993-05-14,DELIVER IN PERSON,nan,nan,nan
1100933.0,mwznnfmqgj,9577.24,tfdjdmtaof,23080.0,nan,nan,nan,nan,nan,nan,nan,nan,0.07,nan,F,1993-01-26,1993-04-02,COLLECT COD,nan,nan,nan
1105798.0,F,226278.3,Clerk#000000651,106528.0,nan,nan,nan,nan,nan,nan,nan,nan,0.03,nan,F,1993-08-26,1993-10-26,DELIVER IN PERSON,nan,nan,nan
1134177.0,pkiszdpreq,47694.63,tbqzubsett,373572.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,nan,F,1993-03-25,1993-05-14,DELIVER IN PERSON,nan,nan,nan
1068736.0,infkzccxht,117493.62,Clerk#000000904,762552.0,nan,nan,nan,nan,nan,nan,nan,nan,0.03,nan,O,1997-07-13,1997-05-24,DELIVER IN PERSON,nan,nan,nan
1068736.0,O,117493.62,Clerk#000000904,142540.0,nan,nan,nan,nan,nan,nan,nan,nan,0.03,nan,O,1997-07-13,1997-05-24,DELIVER IN PERSON,nan,nan,nan
105474.0,O,264231.7,Clerk#000000510,15355.0,nan,nan,nan,nan,nan,nan,40.0,nan,nan,N,O,1997-03-11,nan,NONE,nan,nan,nan
106147.0,O,186792.69,pcrrexsqng,303407.0,nan,nan,nan,nan,nan,nan,13.0,nan,nan,N,O,1997-04-07,nan,TAKE BACK RETURN,nan,nan,nan
108645.0,O,85358.53,Clerk#000000703,96598.0,nan,nan,nan,nan,nan,nan,17.0,nan,nan,N,O,1998-06-13,nan,DELIVER IN PERSON,nan,nan,nan
105474.0,O,264231.7,Clerk#000000510,128856.0,nan,nan,nan,nan,nan,nan,40.0,nan,nan,N,O,1997-03-11,nan,NONE,nan,nan,nan
1169958.0,O,128938.81,Clerk#000000181,132790.0,nan,nan,nan,nan,nan,nan,34.0,nan,nan,N,O,1996-05-06,nan,DELIVER IN PERSON,nan,nan,nan
113795.0,O,162096.79,Clerk#000000332,21958.0,nan,nan,nan,nan,nan,nan,46.0,nan,nan,N,O,1998-02-20,nan,NONE,nan,nan,nan
106147.0,O,186792.69,Clerk#000000834,118451.0,nan,nan,nan,nan,nan,nan,13.0,nan,nan,N,O,1997-04-07,nan,TAKE BACK RETURN,nan,nan,nan
1051975.0,F,5459.73,Clerk#000000153,43976.0,nan,nan,nan,nan,nan,nan,4.0,nan,nan,R,F,1993-10-18,nan,COLLECT COD,nan,nan,nan
1101573.0,F,108787.79,Clerk#000000793,55618.0,nan,nan,nan,nan,nan,nan,25.0,nan,nan,A,F,1992-11-12,nan,COLLECT COD,nan,nan,nan
113795.0,O,162096.79,Clerk#000000332,796211.0,nan,nan,nan,nan,nan,nan,46.0,nan,nan,N,O,1998-02-20,nan,NONE,nan,nan,nan
1087843.0,pbdnphrdsq,143515.65,Clerk#000000806,76205.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.01,A,nan,nan,1992-04-10,COLLECT COD,nan,nan,nan
1087843.0,F,143515.65,Clerk#000000806,76205.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.01,A,nan,nan,1992-04-10,COLLECT COD,nan,nan,nan
1168132.0,F,205808.39,Clerk#000000199,30925.0,nan,nan,nan,nan,nan,3.0,nan,nan,0.03,A,nan,nan,1993-08-29,TAKE BACK RETURN,nan,nan,nan
1147074.0,O,83320.47,Clerk#000000685,138169.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,N,O,nan,1996-09-07,TAKE BACK RETURN,nan,nan,nan
1119845.0,F,357893.0,Clerk#000000302,75655.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,A,F,nan,1993-06-07,TAKE BACK RETURN,nan,nan,nan
101858.0,F,33404.59,Clerk#000000080,1351.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,R,F,nan,1993-09-01,TAKE BACK RETURN,nan,nan,nan
1119845.0,F,357893.0,Clerk#000000302,169710.0,nan,nan,nan,nan,nan,4.0,nan,nan,nan,A,F,nan,1993-06-07,TAKE BACK RETURN,nan,nan,nan
1147074.0,jmezlgprfs,83320.47,Clerk#000000685,745020.0,nan,nan,nan,nan,nan,1.0,nan,nan,nan,N,O,nan,1996-09-07,TAKE BACK RETURN,nan,nan,nan
1058054.0,O,272371.01,Clerk#000000254,33379.0,nan,nan,nan,nan,nan,nan,nan,nan,0.03,N,O,1996-07-12,nan,COLLECT COD,nan,nan,nan
1061636.0,O,221453.14,Clerk#000000217,3427.0,nan,nan,nan,nan,nan,nan,nan,nan,0.09,N,O,1995-08-10,nan,COLLECT COD,nan,nan,nan
1062532.0,F,331376.68,Clerk#000000540,138215.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,R,F,1992-03-08,nan,DELIVER IN PERSON,nan,nan,nan
1155682.0,F,130816.15,Clerk#000000996,84355.0,nan,nan,nan,nan,nan,nan,nan,nan,0.06,A,F,1993-09-12,nan,DELIVER IN PERSON,nan,nan,nan
1031297.0,O,209052.86,zcnoozfaiy,98407.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,N,O,1998-02-27,nan,TAKE BACK RETURN,nan,nan,nan
1058054.0,iplkvxnxsa,272371.01,rwnwiojxkm,802155.0,nan,nan,nan,nan,nan,nan,nan,nan,0.03,N,O,1996-07-12,nan,COLLECT COD,nan,nan,nan
1061636.0,O,221453.14,Clerk#000000217,278117.0,nan,nan,nan,nan,nan,nan,nan,nan,0.09,N,O,1995-08-10,nan,COLLECT COD,nan,nan,nan
1031297.0,O,209052.86,Clerk#000000594,98407.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,N,O,1998-02-27,nan,TAKE BACK RETURN,nan,nan,nan
1062532.0,F,331376.68,grikyjpiyb,718877.0,nan,nan,nan,nan,nan,nan,nan,nan,0.05,R,F,1992-03-08,nan,DELIVER IN PERSON,nan,nan,nan
1123943.0,O,73498.6,gegekzukya,122170.0,nan,nan,nan,nan,nan,2.0,23.0,nan,nan,nan,O,nan,1998-07-22,TAKE BACK RETURN,nan,nan,nan
1144965.0,cfbvlmctff,163891.41,Clerk#000000281,783317.0,nan,nan,nan,nan,nan,2.0,30.0,nan,nan,nan,F,nan,1993-08-02,TAKE BACK RETURN,nan,nan,nan
1144965.0,F,163891.41,Clerk#000000281,104899.0,nan,nan,nan,nan,nan,2.0,30.0,nan,nan,nan,F,nan,1993-08-02,TAKE BACK RETURN,nan,nan,nan
1027876.0,F,144061.35,Clerk#000000684,63889.0,nan,nan,nan,nan,nan,2.0,30.0,nan,nan,nan,F,nan,1993-11-03,TAKE BACK RETURN,nan,nan,nan
1123943.0,O,73498.6,Clerk#000000186,122170.0,nan,nan,nan,nan,nan,2.0,23.0,nan,nan,nan,O,nan,1998-07-22,TAKE BACK RETURN,nan,nan,nan
1051970.0,F,224032.45,Clerk#000000306,28979.0,nan,nan,nan,nan,nan,5.0,45.0,nan,nan,nan,nan,1992-12-28,1992-12-13,TAKE BACK RETURN,nan,nan,nan
1025474.0,F,162793.07,Clerk#000000991,103744.0,nan,nan,nan,nan,nan,2.0,19.0,nan,nan,nan,nan,1995-02-05,1995-01-30,TAKE BACK RETURN,nan,nan,nan
1002753.0,F,2330.74,Clerk#000000574,61658.0,nan,nan,nan,nan,nan,1.0,2.0,nan,nan,nan,nan,1992-01-25,1992-03-24,TAKE BACK RETURN,nan,nan,nan
1081477.0,F,173574.24,Clerk#000000243,138514.0,nan,nan,nan,nan,nan,7.0,19.0,nan,nan,nan,nan,1993-05-11,1993-04-19,DELIVER IN PERSON,nan,nan,nan
1051970.0,F,224032.45,oqfvgzymry,472772.0,nan,nan,nan,nan,nan,5.0,45.0,nan,nan,nan,nan,1992-12-28,1992-12-13,TAKE BACK RETURN,nan,nan,nan
